,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,class
0,13.995637930441434,11.037040098364473,20.493524800196347,29.014685013474743,38.32122891322181,45.262658497403805,63.122012154999204,67.3762697357052,67.8234316210073,90.89491103555332,0
1,-2.2885839745303533,10.457113146389501,28.138595624292364,32.936812677004966,16.577761834410857,58.65522533374473,59.31349044989213,58.16974701388856,91.21666098376565,93.38109878630618,0
2,-3.8765210577691542,12.230368915279469,13.873116869857729,22.949775212857176,43.962676577419344,44.121607856774155,76.85020382960754,65.33097589761115,84.06956619056898,88.60642084228262,0
3,-21.22654847409183,7.967374861710269,22.195085211092255,25.91289224404553,40.11819572476745,44.20919450160916,60.40252561282131,69.38206918062666,94.55857945900478,90.75338676323042,0
4,-0.06627703498348672,-1.9969266252083653,24.546859510584554,37.275181625780206,43.45068348628886,70.25372432710606,67.41375313925573,74.42245401837737,66.56976177625957,83.5721888415746,0
5,-2.557050910114386,16.93610096772918,19.002154169183974,31.076016633040332,31.450292612579645,49.42645153010187,50.47628199489384,74.7386081521951,81.17306977879718,93.51312325929516,0
6,-4.29303489787784,2.7625057467923355,18.988905417959813,19.549697504405454,35.23391437628241,48.35883546252513,48.74986470018154,83.94903281594605,91.86054932804254,83.16235916616242,0
7,2.5232213474055754,11.786319888142884,25.24274345525333,15.034456111676464,51.31138780948859,53.71642568624772,61.650201837858106,69.4645855298201,89.8426509394103,86.66906482903691,0
8,3.3684057300438277,14.595529062475372,25.32164172259684,48.219596255713654,38.434138518647444,41.956606783660355,73.53354842262303,78.01705464123354,85.28999890268165,86.09187591784003,0
9,-8.524823843590669,19.457801819886956,20.01821420444422,33.240661295441804,39.13930674618944,52.83399213380821,63.30331127104625,72.2051003216433,83.1561815855879,111.02455660922101,0
10,-7.089917359643784,8.256772715403969,20.731789068317493,16.708923728380086,33.415083897308435,40.57263243519764,57.46626373970494,62.15359319453217,85.370787394515,91.4936615112002,0
11,-3.8058679414671617,7.556487526024615,16.38894956408293,30.920568847954964,49.40259488685018,46.21813082708034,63.30402947445881,72.58624960550048,88.34220878846011,98.37138502597084,0
12,5.51745848161137,8.133504651284,25.276836592492003,35.19823979979178,25.9475079253386,45.43256065568012,65.01818883790331,72.8469245063161,94.74281295776089,80.49351049919981,0
13,4.489537408266249,-4.788681515096412,19.862840383746967,30.667184168033764,35.042713459860536,60.82402079345615,63.66290847797546,75.4470225014715,65.87776487977598,95.17639302595352,0
14,-10.444388078244645,3.961469136169021,8.290261711405574,14.43174231705416,42.778247058858405,55.0949556925451,60.22159906153923,74.00498206827024,71.8999172952068,88.18456253305864,0
