,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,class
0,-5.699125296404704,8.449560620743544,30.875664250132566,47.77323082924457,32.88490246624349,45.25078306385258,56.89068784672338,81.8654469833371,64.78760443206909,92.02639134801184,0
1,6.030131029277624,22.53312181899583,15.075733895334555,28.544155911484822,38.53705714606089,39.805044170956,59.917152895752544,78.94563335751542,92.16359461883404,89.75739852556478,0
2,-0.35602462670442764,16.863241447747388,30.352450373696833,27.997120359728,48.44348572460999,50.72067937631915,41.28663057531801,68.9940191843497,78.0618715710682,95.9963391525558,0
3,3.614498709966318,13.278123880035976,1.0824313547368085,28.429106617272527,40.60289011038316,46.07968655530412,51.28951409354556,77.73582676692813,73.52670717491894,82.44367359128216,0
4,10.760813667608078,5.927992821664531,27.37148383804444,24.124494303336913,31.336305476715467,48.87882789224999,65.00520299188307,72.81745216969243,79.42038325141885,81.56356161217138,0
5,4.2587031063563705,16.175096187894724,17.656958322304526,24.61178267754915,60.44926971341859,53.603509255307046,61.18110847497754,68.66039632123577,61.8252386312487,93.99349818436521,0
6,10.801503197780214,5.729251516462993,22.406741731231648,18.85651855762907,53.92508907834108,49.693157833129305,64.51251771472029,62.597760676319666,76.00108828197487,103.87856092384241,0
7,6.889690993354565,9.430790046207122,21.579647865987212,32.46899596932459,29.467661987142538,44.1562782240997,58.421296243006026,70.06782925566549,73.7005117281344,82.200995110723,0
8,11.829485899487173,5.046522155245873,28.31083002919869,36.69558741406351,47.705080692389984,40.32542029560277,54.445736334488075,58.537526036578186,74.93738389912382,86.01181153720142,0
9,-8.363017044308274,19.70075858122417,13.457963188326161,23.047568757440995,46.6652970395017,50.90807918632944,60.4510880805795,81.36026506445477,90.87274407795705,103.08045925289524,0
10,-6.311912199612391,11.124910762998327,18.681406212930657,36.02485530892517,34.76763326038434,64.26375163137004,55.273247822110534,64.71371967436782,91.9126519194731,88.36018529082457,0
11,-10.092847562552553,10.159137660624848,17.617545594485932,25.541362591004876,38.90288597730375,60.02050256240529,64.6205931665041,86.41917658090534,99.57166194752806,89.83842021009035,0
12,4.502774282248251,15.4345630992789,24.050853990505487,23.715708037053584,35.86779320753278,51.335641010111566,59.49390935628999,56.963785844843294,76.59696113733796,96.30961950681929,0
13,-1.9466100150845003,29.91766025350709,20.131699852696823,30.279510709150575,45.16105716084867,45.42160106880705,61.65668177910576,54.88233224672287,78.1885572368773,92.56368515375581,0
14,7.30992563887742,18.420254520521716,22.444854720366468,26.742618511274138,55.711855837200424,57.57320237643029,63.917816504118996,55.78310654523169,74.96501940264415,92.87198814064307,0
